ICD9,Description,HCUP CCS Classification,HCC Category,CCW Classification,CDPS Classification
80503,Fx c3 vertebra-closed,Oth fracture,HCC157 Vertebral Fractures without Spinal Cord Injury,,"Skeletal, Low"
80504,Fx c4 vertebra-closed,Oth fracture,HCC157 Vertebral Fractures without Spinal Cord Injury,,"Skeletal, Low"
80505,Fx c5 vertebra-closed,Oth fracture,HCC157 Vertebral Fractures without Spinal Cord Injury,,"Skeletal, Low"
80506,Fx c6 vertebra-closed,Oth fracture,HCC157 Vertebral Fractures without Spinal Cord Injury,,"Skeletal, Low"
80507,Fx c7 vertebra-closed,Oth fracture,HCC157 Vertebral Fractures without Spinal Cord Injury,,"Skeletal, Low"
80508,Fx mult cervical vert-cl,Oth fracture,HCC157 Vertebral Fractures without Spinal Cord Injury,,"Skeletal, Low"
80510,Fx cervical vert NOS-opn,Oth fracture,HCC157 Vertebral Fractures without Spinal Cord Injury,,"Skeletal, Low"
80511,Fx c1 vertebra-open,Oth fracture,HCC157 Vertebral Fractures without Spinal Cord Injury,,"Skeletal, Low"
80512,Fx c2 vertebra-open,Oth fracture,HCC157 Vertebral Fractures without Spinal Cord Injury,,"Skeletal, Low"
80513,Fx c3 vertebra-open,Oth fracture,HCC157 Vertebral Fractures without Spinal Cord Injury,,"Skeletal, Low"
80514,Fx c4 vertebra-open,Oth fracture,HCC157 Vertebral Fractures without Spinal Cord Injury,,"Skeletal, Low"
80515,Fx c5 vertebra-open,Oth fracture,HCC157 Vertebral Fractures without Spinal Cord Injury,,"Skeletal, Low"
80516,Fx c6 vertebra-open,Oth fracture,HCC157 Vertebral Fractures without Spinal Cord Injury,,"Skeletal, Low"
80517,Fx c7 vertebra-open,Oth fracture,HCC157 Vertebral Fractures without Spinal Cord Injury,,"Skeletal, Low"
80518,Fx mlt cervical vert-opn,Oth fracture,HCC157 Vertebral Fractures without Spinal Cord Injury,,"Skeletal, Low"
8052,Fx dorsal vertebra-close,Oth fracture,HCC157 Vertebral Fractures without Spinal Cord Injury,,"Skeletal, Low"
8053,Fx dorsal vertebra-open,Oth fracture,HCC157 Vertebral Fractures without Spinal Cord Injury,,"Skeletal, Low"
8054,Fx lumbar vertebra-close,Oth fracture,HCC157 Vertebral Fractures without Spinal Cord Injury,,"Skeletal, Low"
8055,Fx lumbar vertebra-open,Oth fracture,HCC157 Vertebral Fractures without Spinal Cord Injury,,"Skeletal, Low"
8056,Fx sacrum/coccyx-closed,Oth fracture,HCC157 Vertebral Fractures without Spinal Cord Injury,,"Skeletal, Low"
8057,Fx sacrum/coccyx-open,Oth fracture,HCC157 Vertebral Fractures without Spinal Cord Injury,,"Skeletal, Low"
8058,Vertebral fx NOS-closed,Oth fracture,HCC157 Vertebral Fractures without Spinal Cord Injury,,"Skeletal, Low"
8059,Vertebral fx NOS-open,Oth fracture,HCC157 Vertebral Fractures without Spinal Cord Injury,,"Skeletal, Low"
80600,C1-c4 fx-cl/cord inj NOS,Spin cor inj,HCC69 Spinal Cord Disorders/Injuries,,Central Nervous System Medium
80601,C1-c4 fx-cl/com cord les,Spin cor inj,HCC67 Quadriplegia/Other Extensive Paralysis,,Central Nervous System Medium
80602,C1-c4 fx-cl/ant cord syn,Spin cor inj,HCC69 Spinal Cord Disorders/Injuries,,Central Nervous System Medium
80603,C1-c4 fx-cl/cen cord syn,Spin cor inj,HCC69 Spinal Cord Disorders/Injuries,,Central Nervous System Medium
80604,C1-c4 fx-cl/cord inj NEC,Spin cor inj,HCC69 Spinal Cord Disorders/Injuries,,Central Nervous System Medium
80605,C5-c7 fx-cl/cord inj NOS,Spin cor inj,HCC69 Spinal Cord Disorders/Injuries,,Central Nervous System Medium
80606,C5-c7 fx-cl/com cord les,Spin cor inj,HCC67 Quadriplegia/Other Extensive Paralysis,,Central Nervous System Medium
80607,C5-c7 fx-cl/ant cord syn,Spin cor inj,HCC69 Spinal Cord Disorders/Injuries,,Central Nervous System Medium
80608,C5-c7 fx-cl/cen cord syn,Spin cor inj,HCC69 Spinal Cord Disorders/Injuries,,Central Nervous System Medium
80609,C5-c7 fx-cl/cord inj NEC,Spin cor inj,HCC69 Spinal Cord Disorders/Injuries,,Central Nervous System Medium
80610,C1-c4 fx-op/cord inj NOS,Spin cor inj,HCC69 Spinal Cord Disorders/Injuries,,Central Nervous System Medium
80611,C1-c4 fx-op/com cord les,Spin cor inj,HCC67 Quadriplegia/Other Extensive Paralysis,,Central Nervous System Medium
80612,C1-c4 fx-op/ant cord syn,Spin cor inj,HCC69 Spinal Cord Disorders/Injuries,,Central Nervous System Medium
80613,C1-c4 fx-op/cen cord syn,Spin cor inj,HCC69 Spinal Cord Disorders/Injuries,,Central Nervous System Medium
80614,C1-c4 fx-op/cord inj NEC,Spin cor inj,HCC69 Spinal Cord Disorders/Injuries,,Central Nervous System Medium
80615,C5-c7 fx-op/cord inj NOS,Spin cor inj,HCC69 Spinal Cord Disorders/Injuries,,Central Nervous System Medium
80616,C5-c7 fx-op/com cord les,Spin cor inj,HCC67 Quadriplegia/Other Extensive Paralysis,,Central Nervous System Medium
80617,C5-c7 fx-op/ant cord syn,Spin cor inj,HCC69 Spinal Cord Disorders/Injuries,,Central Nervous System Medium
80618,C5-c7 fx-op/cen cord syn,Spin cor inj,HCC69 Spinal Cord Disorders/Injuries,,Central Nervous System Medium
80619,C5-c7 fx-op/cord inj NEC,Spin cor inj,HCC69 Spinal Cord Disorders/Injuries,,Central Nervous System Medium
80620,T1-t6 fx-cl/cord inj NOS,Spin cor inj,HCC69 Spinal Cord Disorders/Injuries,,Central Nervous System Low
80621,T1-t6 fx-cl/com cord les,Spin cor inj,HCC68 Paraplegia,,Central Nervous System Low
80622,T1-t6 fx-cl/ant cord syn,Spin cor inj,HCC69 Spinal Cord Disorders/Injuries,,Central Nervous System Low
80623,T1-t6 fx-cl/cen cord syn,Spin cor inj,HCC69 Spinal Cord Disorders/Injuries,,Central Nervous System Low
80624,T1-t6 fx-cl/cord inj NEC,Spin cor inj,HCC69 Spinal Cord Disorders/Injuries,,Central Nervous System Low
80625,T7-t12 fx-cl/crd inj NOS,Spin cor inj,HCC69 Spinal Cord Disorders/Injuries,,Central Nervous System Low
80626,T7-t12 fx-cl/com crd les,Spin cor inj,HCC68 Paraplegia,,Central Nervous System Low
80627,T7-t12 fx-cl/ant crd syn,Spin cor inj,HCC69 Spinal Cord Disorders/Injuries,,Central Nervous System Low
80628,T7-t12 fx-cl/cen crd syn,Spin cor inj,HCC69 Spinal Cord Disorders/Injuries,,Central Nervous System Low
80629,T7-t12 fx-cl/crd inj NEC,Spin cor inj,HCC69 Spinal Cord Disorders/Injuries,,Central Nervous System Low
80630,T1-t6 fx-op/cord inj NOS,Spin cor inj,HCC69 Spinal Cord Disorders/Injuries,,Central Nervous System Low
80631,T1-t6 fx-op/com cord les,Spin cor inj,HCC68 Paraplegia,,Central Nervous System Low
80632,T1-t6 fx-op/ant cord syn,Spin cor inj,HCC69 Spinal Cord Disorders/Injuries,,Central Nervous System Low
80633,T1-t6 fx-op/cen cord syn,Spin cor inj,HCC69 Spinal Cord Disorders/Injuries,,Central Nervous System Low
80634,T1-t6 fx-op/cord inj NEC,Spin cor inj,HCC69 Spinal Cord Disorders/Injuries,,Central Nervous System Low
80635,T7-t12 fx-op/crd inj NOS,Spin cor inj,HCC69 Spinal Cord Disorders/Injuries,,Central Nervous System Low
80636,T7-t12 fx-op/com crd les,Spin cor inj,HCC68 Paraplegia,,Central Nervous System Low
80637,T7-t12 fx-op/ant crd syn,Spin cor inj,HCC69 Spinal Cord Disorders/Injuries,,Central Nervous System Low
80638,T7-t12 fx-op/cen crd syn,Spin cor inj,HCC69 Spinal Cord Disorders/Injuries,,Central Nervous System Low
80639,T7-t12 fx-op/crd inj NEC,Spin cor inj,HCC69 Spinal Cord Disorders/Injuries,,Central Nervous System Low
8064,Cl lumbar fx w cord inj,Spin cor inj,HCC69 Spinal Cord Disorders/Injuries,,Central Nervous System Low
8065,Opn lumbar fx w cord inj,Spin cor inj,HCC69 Spinal Cord Disorders/Injuries,,Central Nervous System Low
80660,Fx sacrum-cl/crd inj NOS,Spin cor inj,HCC69 Spinal Cord Disorders/Injuries,,Central Nervous System Low
80661,Fx sacr-cl/cauda equ les,Spin cor inj,HCC69 Spinal Cord Disorders/Injuries,,Central Nervous System Low
80662,Fx sacr-cl/cauda inj NEC,Spin cor inj,HCC69 Spinal Cord Disorders/Injuries,,Central Nervous System Low
80669,Fx sacrum-cl/crd inj NEC,Spin cor inj,HCC69 Spinal Cord Disorders/Injuries,,Central Nervous System Low
80670,Fx sacrum-op/crd inj NOS,Spin cor inj,HCC69 Spinal Cord Disorders/Injuries,,Central Nervous System Low
80671,Fx sacr-op/cauda equ les,Spin cor inj,HCC69 Spinal Cord Disorders/Injuries,,Central Nervous System Low
80672,Fx sacr-op/cauda inj NEC,Spin cor inj,HCC69 Spinal Cord Disorders/Injuries,,Central Nervous System Low
80679,Fx sacrum-op/crd inj NEC,Spin cor inj,HCC69 Spinal Cord Disorders/Injuries,,Central Nervous System Low
8068,Vert fx NOS-cl w crd inj,Spin cor inj,HCC69 Spinal Cord Disorders/Injuries,,Central Nervous System Low
8069,Vert fx NOS-op w crd inj,Spin cor inj,HCC69 Spinal Cord Disorders/Injuries,,Central Nervous System Low
80700,Fracture rib NOS-closed,Oth fracture,,,"Skeletal and Connective, Low"
80701,Fracture one rib-closed,Oth fracture,,,"Skeletal and Connective, Low"
80702,Fracture two ribs-closed,Oth fracture,,,"Skeletal and Connective, Low"
80703,Fracture three ribs-clos,Oth fracture,,,"Skeletal and Connective, Low"
80704,Fracture four ribs-close,Oth fracture,,,"Skeletal and Connective, Low"
80705,Fracture five ribs-close,Oth fracture,,,"Skeletal and Connective, Low"
80706,Fracture six ribs-closed,Oth fracture,,,"Skeletal and Connective, Low"
80707,Fracture seven ribs-clos,Oth fracture,,,"Skeletal and Connective, Low"
80708,Fx eight/more rib-closed,Oth fracture,,,"Skeletal and Connective, Low"
80709,Fx mult ribs NOS-closed,Oth fracture,,,"Skeletal and Connective, Low"
80710,Fracture rib NOS-open,Oth fracture,,,"Skeletal and Connective, Low"
80711,Fracture one rib-open,Oth fracture,,,"Skeletal and Connective, Low"
80712,Fracture two ribs-open,Oth fracture,,,"Skeletal and Connective, Low"
80713,Fracture three ribs-open,Oth fracture,,,"Skeletal and Connective, Low"
80714,Fracture four ribs-open,Oth fracture,,,"Skeletal and Connective, Low"
80715,Fracture five ribs-open,Oth fracture,,,"Skeletal and Connective, Low"
80716,Fracture six ribs-open,Oth fracture,,,"Skeletal and Connective, Low"
80717,Fracture seven ribs-open,Oth fracture,,,"Skeletal and Connective, Low"
80718,Fx eight/more ribs-open,Oth fracture,,,"Skeletal and Connective, Low"
80719,Fx mult ribs NOS-open,Oth fracture,,,"Skeletal and Connective, Low"
8072,Fracture of sternum-clos,Oth fracture,,,"Skeletal and Connective, Low"
8073,Fracture of sternum-open,Oth fracture,,,"Skeletal and Connective, Low"
8074,Flail chest,Oth fracture,,,"Skeletal and Connective, Low"
8075,Fx larynx/trachea-closed,Oth fracture,,,"Skeletal and Connective, Low"
8076,Fx larynx/trachea-open,Oth fracture,,,"Skeletal and Connective, Low"
